id,affinity
2hai,6.28
3umq,4.62
4i0t,7.59
1dtq,8.22
3c6u,8.87
5t8q,4.16
1o42,8.05
4abd,4.40
3kvx,6.83
6czi,6.25
1wbw,4.36
5uga,6.79
6hjk,7.60
5yjk,6.09
4qvq,5.20
4aft,6.47
3hqy,7.94
3tam,8.43
3w69,7.24
1ceb,6.00
1v2j,3.25
5wuu,6.09
3mvj,5.49
2f7p,6.60
4e3k,9.10
1j1a,7.54
3pdc,7.49
4aaw,6.30
4psh,8.89
1htf,6.83
1jd0,8.24
4xy9,5.33
2vk6,5.30
3r16,7.30
4inr,5.59
4puj,7.46
1ms6,9.52
5axq,10.10
4dh6,7.77
2frd,4.54
3fat,7.64
6f9g,5.70
1bq3,5.40
4l7o,4.88
4l4m,8.00
5v3o,7.22
6f6u,4.80
5ory,3.45
3arn,5.41
3c5u,8.19
2fs8,7.60
2fix,6.24
1i9q,8.41
3in3,7.22
4o77,5.60
2ovz,7.89
4bf1,8.62
4ury,2.22
2vr4,5.68
4pzw,6.96
1pf8,7.51
5oui,4.03
4ee0,8.63
4lwu,8.30
3ma3,7.22
1rpj,6.48
3h0s,6.20
4d2s,7.70
5kap,4.23
3s1h,4.77
5kmh,4.62
1e02,6.15
5mf6,4.36
1e3v,4.34
2ieh,6.96
3h9f,7.92
5ijp,7.15
3otx,4.53
4aje,3.68
4bgh,8.40
4tya,2.39
1ksn,9.40
4oi6,5.00
4wx4,9.22
4kn1,6.84
4bds,7.60
4etz,6.30
1nqc,7.30
1gww,3.59
4q6r,6.68
3ok9,11.23
1kqb,4.00
3h23,4.71
3zjc,5.05
5aqh,2.46
3dne,5.22
5ul1,6.64
4xtz,9.82
6e2m,5.66
5u8f,7.96
3t8w,7.54
5afl,3.40
2vtt,7.36
2xp7,5.77
4d7b,7.68
5fdi,7.73
3fjg,3.73
4xm8,3.02
6epz,7.14
2w87,4.65
6ay5,7.16
4ce1,4.38
5vdp,4.05
4jyb,6.96
1dbk,8.10
5htz,8.62
1hdq,5.82
2qi4,10.44
4dkq,6.60
3kig,6.61
1w11,8.22
5vij,7.61
6faa,6.75
1dwd,8.18
5oss,4.55
5v79,6.41
1rne,8.70
4zyq,8.01
5m53,6.21
3be9,7.62
5tiu,8.30
4dwk,6.22
2vcw,3.05
4q46,3.77
5x8i,8.70
1rrw,4.55
5aaf,7.44
1juj,6.96
5k0h,7.09
6fyk,8.52
6e99,6.00
1fw0,5.43
5jq5,5.63
1vj5,6.92
2bpx,9.40
4x1f,7.97
4qsx,1.74
5om2,4.06
5may,6.48
4uvb,5.49
3oeu,7.51
4h2j,5.32
1vik,9.52
1x8d,2.21
5afm,4.15
2oo8,9.00
3imy,9.70
3atl,4.76
5wg6,4.54
4idt,7.00
3lc5,6.57
5bvf,9.72
2aia,5.41
4qmz,6.68
2pll,8.30
3qgw,5.89
2qk5,8.10
2yhd,4.64
4d89,8.70
2o9j,6.92
2i4d,11.68
2vmc,2.94
5tg4,3.32
4dcs,5.10
2p53,7.46
4ngr,7.55
5e1s,7.92
3fj7,3.71
5ldk,4.17
3f3t,4.59
3v6s,9.12
2p2h,7.17
1o3k,6.77
4o13,7.82
3ixk,8.18
2qe2,7.77
3h0e,8.15
3fts,3.67
4d62,2.44
4uy1,4.70
1s89,5.24
6f1n,6.26
4gcj,7.70
1s4d,6.49
9hvp,8.35
4q06,7.66
5xmu,7.51
3u8d,6.33
2y9g,3.77
4b12,4.99
2onz,8.89
5iu2,7.80
5jhk,4.64
2f2h,5.70
1bju,4.80
4pku,4.52
4x8v,6.89
6hsk,7.03
4dy6,4.40
3ttn,7.84
1bil,9.30
2ycr,7.16
4p4d,5.74
3new,5.00
3v7x,8.57
5j1w,6.72
3hhk,8.22
4qr5,7.22
4cpq,7.74
4uns,6.70
5mw6,4.73
5jxq,8.15
4mvy,7.54
2f01,13.00
1q63,5.85
3k5x,6.41
3tdh,4.26
4ebw,5.06
3tkw,5.27
5vyy,6.21
2cgw,4.76
6f3b,6.56
4e8z,6.64
6ed6,7.43
2y8i,5.89
4m5k,5.23
5lpm,5.56
4xg8,8.72
4hdb,8.05
6gg4,3.69
5k5n,8.05
2avv,9.26
4x7o,8.70
1g3c,5.80
3el1,9.64
4ocz,9.18
3t3e,5.99
1s64,8.40
3u8h,6.49
4nzn,6.38
2b1v,5.74
5efh,6.10
2vnt,8.00
3wtm,7.00
4pkr,4.82
4alx,7.28
3np7,4.02
6enm,8.32
3dpf,7.24
6f9u,5.13
4mwu,8.49
3s74,8.40
1tq4,6.19
1mm6,7.70
3saz,6.10
2wyj,9.00
3g2l,3.87
5q0w,7.24
4x0u,7.40
4fz6,6.90
4hgl,8.10
2xke,5.38
1wdr,2.52
1x7a,7.89
4oq3,8.10
5ivv,6.35
1if7,10.52
5eje,5.60
4c8r,6.82
3e7o,6.92
6fil,5.85
1gjb,6.35
6fqu,5.66
2ofu,9.00
3q6w,7.57
5kqg,5.15
2aod,5.66
4djp,10.55
5d9l,7.62
4uyh,6.30
3c1n,5.50
1b6k,8.74
1h3a,6.55
5aom,2.90
4m3m,9.05
2qfu,4.18
5uwl,8.03
5v6u,2.26
5vfm,3.82
1ai6,3.97
3r0y,4.84
3feg,4.35
6f4x,4.97
1ayv,8.00
4gj7,6.77
3f8w,4.08
5jjs,7.32
5m2v,5.40
4xu2,9.23
4unr,8.70
5dk4,8.70
1fig,6.22
5kyj,7.89
1p93,7.72
1vjc,3.58
5o9p,5.09
1ydb,8.24
4hxw,8.70
2wzs,3.85
4qag,5.32
6chl,8.05
4j3m,7.68
4ohk,8.30
3rv9,4.92
5g4m,3.86
1npv,8.24
4dcv,4.59
1qf4,6.18
4ci3,6.81
4kn4,7.24
2wgi,4.07
1tng,2.93
3iuc,5.66
2r3j,8.00
2fsv,4.60
3o9d,10.72
3qar,6.49
3qtf,6.96
5d47,7.00
5t9w,5.59
1i1e,5.03
6f28,5.67
2qyk,5.48
5wlo,10.82
5y6d,7.26
5t2y,5.66
5n4s,7.26
2zx7,10.49
5mo0,4.68
4r5w,7.13
1rti,4.77
3l8v,8.10
4bek,4.39
3k5g,8.60
5z7j,6.60
5nut,7.92
1bai,7.70
2qrq,5.10
4o4r,6.06
5xyz,8.10
4c4g,8.22
3ibn,7.61
2clm,3.55
6bh5,6.60
4ui8,7.60
4trc,4.52
1hp0,6.70
1b0f,7.70
5hrw,5.48
5qav,4.15
4p58,4.60
5hk9,6.54
2x9f,7.21
5q1i,6.24
4jc1,4.30
4zuq,6.89
4j53,8.70
2vl8,4.52
1b74,1.30
2gnl,7.24
3bc3,6.81
2zym,6.14
4j0a,6.80
8abp,8.00
3bi6,7.82
3n1c,5.22
3s1g,5.19
5hwu,5.27
3rhx,6.08
5dpa,4.65
6anl,8.27
3wnt,6.28
4i6h,8.30
1o46,8.00
1xge,4.68
1aaq,8.40
4rg0,7.30
1ai4,2.50
4eox,9.55
4wn0,3.22
2a4q,7.18
4qt1,8.15
1bmk,7.60
3cp9,7.32
4xjt,5.14
3pz1,6.14
4cfm,4.74
5f00,6.60
4deh,6.21
4i71,7.74
5boy,5.60
1g3e,5.38
3l8x,8.00
4og7,6.94
5agi,4.34
6fug,4.30
2ito,6.91
5ap5,7.97
5a3s,8.68
2xwy,5.22
1w5x,8.40
6cqf,8.35
6f3d,8.40
3apc,7.44
1i00,6.34
6f3e,7.15
4n1u,8.30
3d5m,8.00
1xow,9.28
5epn,8.66
4l34,6.94
6afj,6.28
5d3h,5.10
3ft8,7.52
4raq,6.72
4mlt,2.85
4rsc,6.63
3byo,8.15
4twc,7.40
5zae,6.81
3a1s,4.83
5n2t,5.08
5vjn,5.06
5f95,8.01
3gc4,7.60
5tx5,7.80
6gla,7.57
5os4,2.78
3i1y,8.15
2xey,5.19
3vhu,7.31
6alz,10.42
3mxf,7.31
1oq5,7.68
3mxr,4.95
1e06,5.60
3uh2,6.00
3s4q,8.40
5mxq,5.72
6cho,6.78
4nrp,4.59
4zyt,7.77
5nkd,7.59
3fx6,6.80
1x76,8.72
3wab,7.47
3tmk,6.87
2xiz,3.89
1a52,9.86
5nn5,5.47
3b78,4.10
5l2m,6.89
5cyi,5.88
5j75,6.82
6bu0,5.96
6cn6,8.30
4fpf,4.41
3blu,3.46
4wyy,6.00
4bkz,7.57
4hf4,8.62
3o75,6.68
3rxh,1.80
2gnh,6.83
4za0,7.21
3k8c,2.92
1c5q,6.36
1pxm,7.22
5a6n,4.28
4fai,6.99
6gzh,8.27
5jap,6.64
4prg,7.15
4kax,4.77
2f9b,6.52
5n34,4.63
3uzc,9.61
5km2,4.41
4ykn,8.00
4q1a,9.30
2cji,8.22
4el5,5.37
1aid,4.82
4otg,7.59
6bx6,6.48
4ppa,9.10
5l9i,7.00
4p4j,6.15
2c6m,6.46
3ryx,8.14
1dg9,2.74
3hrf,4.99
4ijp,7.80
3vw2,4.75
1sdu,10.07
5fi6,7.52
4bc5,4.60
1dzp,5.44
5lvl,5.90
1yw2,6.85
5efb,8.37
4ykj,4.43
2a2x,7.69
4rj5,7.18
3o3j,6.40
4ipi,5.32
5n58,6.10
1jii,9.00
2w67,4.96
4avw,7.62
2f6t,4.62
4btt,8.84
5l2n,5.55
1gqs,6.30
4lgh,8.70
3efs,5.34
3ccw,7.87
3wkb,4.21
1eed,4.79
4ge7,8.15
4rrf,3.62
4d2p,5.68
2w92,4.55
1hyo,4.07
5lgu,7.66
4hcu,8.00
1wva,6.57
4jyu,8.00
3rxl,2.62
2hiz,6.95
6fnt,4.68
4s1g,9.22
1m0n,2.22
1bwa,8.60
3k4q,5.34
3skc,8.80
4o7f,4.89
3m89,6.16
5aag,7.34
4bi0,4.23
1hqf,5.00
1mrn,4.52
5o1b,4.70
4xg6,8.01
3wzq,6.23
2fzc,2.70
3p3u,6.48
1kz8,6.08
1cps,6.66
5irr,5.27
5ur5,7.14
5fgk,8.77
5qae,3.62
5vp1,9.29
4g8v,5.80
6gnp,4.55
2va5,4.07
5enf,3.57
5xvq,5.05
1ajn,2.63
2n14,5.33
4aci,2.22
5ajy,6.30
6g36,7.79
3h21,4.70
3rz3,5.76
9abp,8.00
3gvb,2.59
3tt0,9.05
5lzj,3.90
2gm9,7.39
5lpk,5.51
4pum,6.73
2flb,5.74
4z2h,5.08
1jwt,7.85
1x8r,6.12
3c79,7.20
3od0,7.92
3lea,9.10
5dfp,7.66
3zrm,6.89
3cjo,8.66
4kzb,2.89
3igg,7.18
2ya8,5.75
2oxn,7.44
6cjw,5.74
3zcw,6.19
1u59,7.25
2ydi,6.82
6cbg,3.95
4ymx,7.10
5m4u,4.89
3arb,6.63
1lhu,8.83
4kql,8.77
1mzc,10.22
4jzb,6.47
5hzn,7.21
3h0v,4.82
2xn5,6.69
3wci,6.57
1gni,8.07
1w8m,1.60
4izm,6.66
5ad1,7.24
5c3k,3.96
2i4x,11.72
6eln,6.05
4ayp,6.12
4j8t,6.77
5ehy,6.09
5d3l,6.06
4b3d,2.68
5a9u,10.10
2bxt,8.52
3mke,5.66
2qrm,4.03
5nn4,1.94
5zku,4.30
1ew9,3.22
3m6f,8.60
3vsx,8.85
3bh3,6.15
3nnu,7.32
3sfg,6.06
2ovv,7.92
2bpv,7.67
1nq7,6.80
3v01,7.60
3mhw,2.30
5n3w,6.30
6d28,6.70
2xxx,6.41
4fvr,6.00
4jyv,7.77
6htt,6.66
4mw2,6.70
4zcs,4.33
4c52,5.68
3g0b,8.15
2woa,5.94
2vhj,3.90
1ysg,3.52
3vbt,4.43
1j14,4.49
4a6v,5.72
1m2q,6.10
3cm7,6.57
1y2c,6.57
5i83,5.39
5iu4,9.28
2wl0,7.80
1g5s,7.32
3fxv,7.03
2fl2,8.70
4mk7,6.36
3kqp,3.42
3bwj,6.50
5vo6,9.05
6mx3,5.14
4h2o,5.52
4o5b,8.30
2ves,7.70
4iu0,5.89
3h0z,8.37
4hy0,6.70
2i3v,6.55
2yay,6.10
3r6t,5.86
3d1x,8.66
2qwc,3.55
4bcs,6.99
1r6g,9.21
4bgm,6.21
1wum,5.29
2wic,5.39
3zlr,9.26
1xoq,9.17
5nwh,7.54
2pou,7.42
3rvg,8.30
5zk3,8.74
3ime,3.00
2fda,6.30
4tkf,6.55
1q91,4.15
4zud,8.16
5iw0,7.22
5k4i,8.51
3efw,8.40
5e2k,8.03
3sk2,3.61
5q0r,4.57
4q4q,5.79
3vfb,9.04
4rhy,5.95
4g0k,5.37
5yhe,6.69
1r58,6.96
2fl5,8.74
5afk,3.88
2c9d,6.32
2x7t,6.63
5wa7,6.40
5tw3,8.70
3og7,7.51
3nnv,7.57
3tv7,7.52
3qce,5.60
5ueu,7.78
2cmo,6.40
3b4p,5.40
4hva,5.89
4obq,7.19
4jn2,11.68
3zov,7.22
4m3d,5.41
5ll5,6.04
3liw,7.60
3o9a,10.70
6ccy,8.52
2pk5,10.70
3fzc,5.39
5mtx,7.75
3wc7,8.26
5j6l,7.89
3d8w,8.15
6mu1,8.10
3chr,7.21
3lp7,5.44
4b6u,5.11
3ftu,3.61
2vo4,4.94
5dtk,4.30
4enx,6.26
6beb,3.61
3cf1,6.64
3hvi,8.30
3b2w,9.22
4qrc,6.34
4ad6,4.78
5alb,10.71
2pu1,5.85
5drt,5.36
5yg2,6.89
4qdk,5.85
6bqh,9.80
2qoh,7.70
5o48,4.70
1srg,5.30
6fod,8.15
1sh9,6.03
1n0t,4.91
4yh4,4.59
3eft,7.92
2j4g,6.60
1dar,4.96
1q72,6.85
6dh7,9.88
4bo5,7.10
1ody,8.10
2o4j,10.10
2q9n,6.37
5q18,7.17
1w7x,8.40
5n2x,6.06
5njz,7.80
1f2p,1.90
1a0t,1.30
2cm8,5.87
3hv7,7.92
3kgq,2.30
3owb,7.72
3qbc,4.97
4xe0,7.72
2vwc,6.62
2rcb,6.79
1hsg,9.42
3x1k,3.59
4qvl,6.53
6dm8,7.28
5ii1,5.48
4ff8,6.40
5v24,6.40
4cpy,6.31
1gzv,6.57
4m0r,5.21
4bo7,7.00
1efi,1.92
2aa6,9.41
4f4p,9.22
4hcv,6.40
3kjf,4.87
3vqh,5.92
4m8y,9.96
1o2y,5.85
6ggv,7.54
3vbq,9.33
5fqv,6.21
5agt,7.12
4u6r,7.85
3kec,7.24
3mhm,7.00
1szd,4.54
5laq,9.20
5y5t,6.68
1dx6,6.19
3wax,7.89
5g46,2.60
3p58,7.60
2wez,7.64
2y77,6.60
5om3,4.10
3lxs,8.10
4xu0,9.11
5nfb,6.11
4ovh,4.85
4pul,6.84
2y8c,6.40
1gzc,3.49
3fuj,3.63
3wgw,5.89
6eya,7.48
3sw2,8.33
5fbe,4.85
4amy,10.82
3d7b,3.69
5ivc,5.92
5i80,7.21
5b5b,9.37
1zsr,9.82
5xst,7.57
5oqu,3.61
2g9x,7.35
1nl6,11.32
4pzx,6.00
3o0j,7.19
5hdx,7.32
3n4b,7.02
4ibj,4.33
2ie4,10.00
3vbw,5.22
4gd6,7.38
5m57,4.92
5zaf,6.78
3w2t,7.53
3l0v,7.64
1mqh,6.52
5k4z,6.15
2gtv,5.15
4b0j,2.15
5db1,7.66
5hbn,4.89
2zfp,5.17
5k5s,2.69
5f63,7.92
2wyg,8.70
3i06,9.70
3o87,7.60
7prc,5.21
5m6m,7.36
5y0g,6.70
3hhu,7.39
3f6h,4.72
7gpb,5.52
1r10,3.83
3gst,6.72
2g1q,7.36
4x21,7.44
1utr,8.00
6arj,7.60
5lp1,9.40
5t7s,4.10
5kbe,6.34
5lck,8.10
5a6k,5.95
4o43,4.30
4xrq,6.63
1zog,7.15
6b4w,8.30
4bcp,6.25
3tsd,3.66
4qws,6.50
1f28,7.80
2ddf,7.39
3eq8,9.06
1w82,6.71
5cgv,6.47
3r22,7.77
3blt,3.54
5aoj,4.68
5c1w,5.06
5wio,5.03
4kow,4.31
5lle,10.22
3e51,7.85
5f02,7.44
5j5t,6.96
1ihy,3.74
3m6p,8.35
2zzu,7.41
2oph,7.80
2xd9,6.46
4g2l,7.49
2fmb,8.70
5ew3,8.92
4q18,6.13
2qtn,3.42
4umj,5.57
5h9q,4.42
5k0s,8.22
1q3d,7.82
3nu9,9.05
4kp0,8.65
6bgu,6.28
1f0q,6.00
5tzx,7.28
4b1d,7.49
6gx3,3.60
3b7i,5.82
5mo8,5.79
1lt6,3.30
4io7,3.68
5c2a,8.32
5f9e,9.34
3d91,9.15
5nk6,6.80
3ijg,4.27
3jyj,5.74
3jy9,9.00
3pbb,7.02
5a3u,8.32
3m8p,8.68
4q4e,6.72
2cll,4.30
4l2g,6.68
4z1e,8.24
4ybt,7.00
1u0g,6.15
2ra6,4.52
2nnk,8.37
3h22,5.10
4azi,7.45
4fcq,7.00
4ih3,4.82
1c8v,6.33
5jzb,3.39
6g22,7.56
4ps3,8.70
4q4o,7.46
6bnk,6.99
2fm2,8.15
3djx,2.81
4elh,8.09
3fzs,5.82
4mk0,5.20
1dmp,9.55
2y81,8.70
6b30,7.22
2yb0,3.85
5igk,7.38
3bqn,8.60
2flh,3.97
5m6u,8.37
5qc4,6.82
4gu9,4.37
3isj,3.68
3d20,8.30
3fuh,2.70
4c72,5.09
1ett,5.89
3v2n,6.10
5sz9,4.42
4pax,6.40
6ck6,9.00
1pme,9.40
3b2t,5.21
6h5x,10.82
4h3j,7.05
4e96,6.66
4qmt,8.00
3tc5,5.17
3iww,7.96
2n0w,6.15
4l10,7.15
3s3o,7.57
1g9c,5.30
5d3j,5.24
7std,10.72
5a6h,7.06
2yek,7.21
3rsr,4.36
5dsx,8.00
4ek9,4.42
4qlu,8.08
4zzz,7.06
4f6x,5.09
5os3,2.43
2rd6,8.30
2cbr,6.85
5he2,6.89
3bxe,5.48
4j5b,6.22
5kqf,6.51
3gi6,11.22
1z3t,3.94
3uil,6.00
6g34,8.24
4qz4,5.01
3tao,5.14
5kbr,6.59
3rm8,6.15
1mm7,7.70
1o2n,6.09
2pu2,4.43
4zy0,8.04
4ie3,6.01
5ets,5.91
4o12,8.70
3gpj,5.11
3zim,8.17
4uj9,8.70
2zu3,6.10
1n7i,6.59
2xaj,3.77
3fqh,6.24
5wdj,6.96
2p98,6.19
4uvw,7.72
2etk,6.82
3ujb,5.10
4qaa,6.44
5ox5,5.59
4efs,8.60
3wyy,8.49
2cng,6.96
2qju,4.10
3n9r,7.15
4pce,5.15
5wf3,5.85
4eu0,6.40
4jym,5.04
6dki,8.64
2ydk,8.15
3lil,8.08
5fnc,4.11
4n7m,5.47
5gs9,5.26
6g5j,6.70
1o5m,8.72
3pp1,8.49
4jzr,7.80
3g58,9.28
3ans,6.25
5qag,3.70
3hv5,7.02
3nw3,6.49
2c6o,8.22
3w9r,6.18
1nax,6.43
1i9n,8.66
5er1,6.02
4ryc,7.10
2vpo,5.42
5nka,5.46
5wi0,3.44
4zx1,6.14
4wnm,7.59
3c2r,3.11
4y16,7.43
2ao6,9.28
5hmk,7.40
5kam,4.11
5ale,5.95
6h7l,8.97
5b5f,5.25
2jiu,7.56
3sr4,6.54
4tjy,6.44
1c5y,4.20
2pj0,8.09
2ydv,7.86
1x70,7.74
6b98,4.65
2gek,7.52
6ciy,6.70
5am1,8.52
1qkn,8.47
4mhy,6.47
2g78,6.92
2qtb,8.32
1utp,1.44
4ng9,7.12
4m6u,2.74
4ivs,7.36
2fm0,9.40
5u4a,6.36
3h9k,7.85
3chq,7.70
4jwr,6.21
4zyu,5.97
3nwb,7.96
2pzi,6.10
4wyp,3.36
5enm,7.15
3pvw,7.27
5jan,3.01
2uz9,5.71
2osf,3.83
1k03,6.00
1c1r,7.63
4ui4,7.35
5tho,7.64
4k5y,8.17
3v3v,5.34
4i5c,8.82
3nrm,8.40
2uxu,4.74
4quo,7.92
3qkd,8.38
1hqg,3.00
5ii2,4.89
4c1f,4.63
2ay9,2.16
3mg7,7.89
5iha,8.05
5dj5,5.60
2l1r,3.57
3cwk,6.60
2e7f,6.10
5fnt,6.17
4mao,7.33
3b9s,5.30
4yb5,4.71
5bqs,5.64
1g5f,2.64
3w1f,8.44
4djw,6.28
3vws,3.65
1qji,4.85
4yv1,3.08
4qrh,5.15
4oex,5.84
2oc9,7.96
1x8t,7.80
3zvv,3.04
2vti,6.18
3u7m,7.45
5uah,3.40
1zgb,8.06
3s3v,6.23
4ps7,7.41
3il6,6.57
3hy5,7.70
3pa5,8.70
2g1y,7.05
6ftn,6.70
2xck,6.15
5mwj,7.61
5ufs,8.49
5unh,9.46
3hvh,8.52
3zpq,7.17
1os5,6.85
1y0l,9.00
1unh,7.00
4a4l,7.82
3pcn,3.66
6ccm,5.25
2xwe,6.02
5d29,7.01
4ys7,9.00
6f92,6.40
4h38,6.04
5uk8,6.40
4wmv,4.03
4mp2,5.45
4j03,7.59
1uml,7.52
5h85,4.70
5m44,7.40
6ayq,8.19
4f1l,5.12
3qxv,8.40
6drz,9.80
3sha,5.59
4udb,9.15
6evq,2.00
4eeh,4.35
4jv7,6.00
3fv8,6.80
1owj,7.32
4gr8,7.83
1o6r,7.10
2j95,8.40
5za2,5.77
4er1,6.62
3r02,9.00
3t2w,7.46
1usk,6.40
4jpa,8.48
2ko7,5.19
1l5q,3.97
4d52,3.11
4ge2,6.05
3oil,5.68
5al3,4.96
1bn4,9.31
2v0z,9.22
3dnt,4.74
2xx5,6.70
1jak,5.57
4rn4,6.94
6ap7,5.34
4h3c,5.72
4euv,6.30
4bi2,4.03
2wl5,4.52
4bty,7.70
5orv,2.89
1p4r,8.10
5dyy,7.24
3u3u,6.88
5ei4,4.58
3dz2,4.15
4xmb,7.36
5aqu,2.98
1olu,4.41
5u49,6.14
5jic,6.89
2fj0,7.66
6fns,4.03
5q15,8.05
2r3k,7.00
3dek,7.57
6bed,4.72
1iiq,7.48
3of8,9.22
3zlx,3.80
2a0c,7.30
5chk,5.39
5iv4,5.48
3qaa,11.54
5nzo,2.24
5ecv,6.77
4j1e,7.72
5khg,4.69
4z6h,6.21
3f35,3.16
3c8e,4.15
4hxr,5.39
4ju6,6.17
2ank,7.33
4zh4,4.22
1bwn,7.06
6mv3,3.33
5n69,6.54
3rwq,7.46
6fyv,7.96
5ckr,7.76
2gj5,8.32
5afv,5.59
3su4,6.26
5ut6,4.24
5mrm,5.03
5alo,6.13
6hu0,6.91
5aeh,7.43
5h0e,6.68
3kmy,4.49
5zc5,7.06
4zz3,6.00
5xhr,5.10
5itp,5.00
6ayo,8.29
3snl,9.15
5h63,5.92
4heg,8.92
4kzc,8.09
4u73,5.18
1jij,8.52
5n6s,8.09
4ebv,5.38
2jnp,6.89
4btu,9.30
4tww,4.20
4q87,4.85
6b2q,8.05
4xt2,7.15
5boj,7.00
3kdc,9.28
5lh8,7.72
5igm,7.38
1pf7,10.14
4e5g,4.67
5bue,8.52
4zj8,9.26
3l17,8.28
4k5o,3.98
5k03,4.74
1uys,3.60
6f5w,3.83
3rv4,2.30
4esi,4.15
4oc0,6.50
4cp7,8.11
4akn,6.10
1m5f,7.83
2pvj,8.10
5k8n,6.32
2gnj,5.22
4a4e,3.32
5trr,7.39
2c92,5.68
5eob,9.62
3vv7,5.34
5d1n,5.57
6cd4,5.34
5ngf,5.11
5m4k,5.66
4pl4,5.27
2c6i,4.96
3l58,8.10
5uch,6.01
5q0x,7.35
6mxe,4.26
1gt4,6.52
2d2v,1.00
5ljq,9.00
2qm7,5.89
3rah,7.92
1g7f,5.47
4urw,2.80
2ym7,6.89
4jrv,7.54
5h8b,11.31
5a7j,5.20
5evk,4.92
2jiw,4.59
1sbr,5.00
6d9x,3.49
4ty8,2.03
5lub,6.15
1a4h,5.92
1tjp,4.42
2y71,7.37
2vtm,3.00
1bxr,3.40
5aab,9.06
4o44,7.85
5tex,6.40
4bdb,4.07
4g1f,7.77
5c1x,5.75
4men,3.90
6ckx,7.89
4keq,3.82
4ty1,9.26
1p5e,4.81
4asj,7.55
4yoi,6.48
1yq7,7.09
4xjs,7.12
4alw,7.57
4e0w,7.48
4k8a,4.02
5tt3,6.71
5i59,6.95
6fv4,2.92
2cvd,6.10
1qbu,10.24
5vr8,6.87
4nus,8.30
1rry,4.10
1w0z,7.68
1m5w,4.27
4ykk,2.77
4yv5,6.22
4l2k,6.44
3deh,6.83
3kej,7.12
3wv3,7.62
2ay8,2.24
5owa,5.46
6g9d,8.37
2fw3,6.42
5mny,1.31
1e1y,5.60
3r2a,6.12
1hti,5.13
4yhf,8.34
4m8h,7.60
4kbk,8.18
6eed,6.09
5m28,4.32
4mzs,7.92
4ode,10.00
4dkr,6.52
3sww,8.40
5hlp,7.27
4c2v,9.00
1w10,7.55
1lgt,6.10
4fiv,6.52
4css,8.46
5jdi,5.37
3d1y,8.22
1kv5,4.22
3elm,9.72
5csh,3.57
4c4e,7.60
5tpx,6.55
1dfo,6.70
6g2a,3.79
2uw0,7.70
5ezg,4.92
3mi3,5.45
2bak,7.43
1zz3,6.54
3kag,5.18
5qal,3.46
2ria,2.57
2uzd,6.74
2q9m,7.21
4u3f,8.39
1onp,7.52
5l6o,8.22
5wuk,7.85
4us4,5.32
3nc9,6.48
6ee3,6.86
1kds,5.77
4o10,7.11
2vxn,5.00
4oba,9.40
3dbs,7.12
4ztm,7.60
5ofu,4.20
1k6t,7.62
3ryz,8.62
2ftd,10.39
2o3p,5.96
5ody,8.40
4eh2,3.16
2xuz,7.40
4jlm,7.64
3ffg,9.08
5ho7,4.77
4i5m,8.06
3ivi,7.92
2c6k,6.14
3o8h,6.24
4o0a,6.72
5qb0,3.80
1rnm,3.07
3kai,5.41
5ndd,6.46
2qhc,8.96
1noi,3.15
5g10,8.01
3g9l,6.13
4k2y,3.33
5ngu,7.44
6bef,3.98
4g90,4.51
4ca5,9.39
4fc0,7.16
5t2d,9.10
3f7g,7.37
6cis,6.87
5q0z,5.85
5prc,4.89
2z4y,6.15
4zxy,6.40
1veb,7.41
3eka,3.00
2nno,6.40
4zls,9.09
1gu1,4.52
5ifu,4.47
2hj4,5.37
2y3p,5.89
5vii,7.29
3tb6,5.08
5ivj,7.34
2yel,7.28
2pjt,6.07
6fbv,6.52
6exs,3.44
2wtd,6.68
6gu7,5.81
5op2,6.62
1pi4,7.43
3up7,8.21
4acm,6.68
4x7l,8.05
4ab8,3.87
5qam,4.00
3kdu,6.46
4ara,6.05
2znu,8.11
5aoi,3.03
1std,10.33
3uli,7.15
2lko,5.67
3vw0,4.67
4yp8,7.89
3n2v,7.51
2xda,6.22
4msa,3.30
5lyx,7.42
1h46,3.57
5t9z,7.19
3lpk,9.10
4hmh,6.21
5mys,4.30
5tgc,6.70
3kyq,4.22
3tvx,4.14
2ph6,7.57
3as3,3.80
4x7h,7.38
2yoh,4.96
3chc,4.09
2h15,5.67
3ibi,8.59
3g90,6.36
2pyi,3.75
5vih,7.49
2j7b,6.62
4d8z,6.29
4l70,5.66
3ejp,8.55
1o2t,7.85
5u11,5.35
2hjb,4.39
2xht,5.96
5cf8,8.96
1zzl,8.30
4eg4,7.89
3zo1,6.00
4azc,5.86
5u6d,8.59
6g6z,6.66
3mho,6.49
4mjp,3.88
4iue,6.55
1o38,6.82
3lok,6.92
2wi3,3.46
5u4x,8.15
3khj,7.55
4ran,7.15
5usq,7.00
5mae,6.84
3dla,3.46
4whr,4.12
3pb9,6.58
4rad,7.10
6f5h,7.05
3mwu,8.05
2ndo,3.25
6hmx,8.89
4kiq,7.64
3rxe,4.76
2w26,9.40
3o9g,12.30
2h21,6.54
6f23,8.30
4l7c,5.13
5aib,3.80
4crf,9.30
4fsl,7.70
3dz5,8.15
3zos,8.89
1nnk,5.46
5wdw,6.54
5a0a,7.70
2pvn,9.46
3qqk,4.82
3b8r,9.22
3ens,8.05
5mnb,2.48
5vcx,5.55
4bnz,6.59
6eaa,6.09
6br3,8.72
1sl3,11.85
4c61,8.40
1x39,9.22
